num,strip ,block ,cage ,trt,sp,ind,date,type,round,length,width,sex ,color,stage ,alive,notes
,4,7,41,ach_33,apt,5,7/21/2025,stock,3 ,,,,,,,
,4,7,41,ach_33,apt,6,7/21/2025,stock,3 ,,,,,,,
,4,7,41,ach_33,ach,1,7/21/2025,stock,3 ,,,,,,,
,4,7,41,ach_33,ach,2,7/21/2025,stock,3 ,,,,,,,
,4,7,41,ach_33,ach,3,7/21/2025,stock,3 ,,,,,,,
,4,7,42,apt_high,apt,1,7/21/2025,stock,3 ,,,,,,,
,4,7,42,apt_high,apt,2,7/21/2025,stock,3 ,,,,,,,
,4,7,42,apt_high,apt,3,7/21/2025,stock,3 ,,,,,,,
,4,7,42,apt_high,apt,4,7/21/2025,stock,3 ,,,,,,,
,4,7,42,apt_high,apt,5,7/21/2025,stock,3 ,,,,,,,
,4,7,42,apt_high,apt,6,7/21/2025,stock,3 ,,,,,,,
,4,7,42,apt_high,apt,7,7/21/2025,stock,3 ,,,,,,,
,4,7,42,apt_high,apt,8,7/21/2025,stock,3 ,,,,,,,
,4,7,42,apt_high,apt,9,7/21/2025,stock,3 ,,,,,,,
,4,8,43,ach_low,ach,1,7/21/2025,stock,3 ,,,,,,,
,4,8,43,ach_low,ach,2,7/21/2025,stock,3 ,,,,,,,
,4,8,43,ach_low,ach,3,7/21/2025,stock,3 ,,,,,,,
,4,8,43,ach_low,ach,4,7/21/2025,stock,3 ,,,,,,,
,4,8,43,ach_low,ach,5,7/21/2025,stock,3 ,,,,,,,
,4,8,43,ach_low,ach,6,7/21/2025,stock,3 ,,,,,,,
,4,8,44,ach_66,apt,1,7/21/2025,stock,3 ,20.46,3.75,,,,-1,became 4 to 2
,4,8,44,ach_66,apt,2,7/21/2025,stock,3 ,,,,,,,
,4,8,44,ach_66,apt,3,7/21/2025,stock,3 ,,,,,,,
,4,8,44,ach_66,ach,1,7/21/2025,stock,3 ,14.44,0.79,,,2.0,1,
,4,8,44,ach_66,ach,2,7/21/2025,stock,3 ,,,,,,,
,4,8,44,ach_66,ach,3,7/21/2025,stock,3 ,,,,,,,
,4,8,44,ach_66,ach,4,7/21/2025,stock,3 ,,,,,,,
,4,8,44,ach_66,ach,5,7/21/2025,stock,3 ,,,,,,,
,4,8,44,ach_66,ach,6,7/21/2025,stock,3 ,,,,,,,
,4,8,45,ach_33,apt,1,7/21/2025,stock,3 ,,,,,,,spider webs
,4,8,45,ach_33,apt,2,7/21/2025,stock,3 ,,,,,,,"found 2 ach and 4 apt, so left alone"
,4,8,45,ach_33,apt,3,7/21/2025,stock,3 ,,,,,,,
,4,8,45,ach_33,apt,4,7/21/2025,stock,3 ,,,,,,,
,4,8,45,ach_33,apt,5,7/21/2025,stock,3 ,,,,,,,
,4,8,45,ach_33,apt,6,7/21/2025,stock,3 ,,,,,,,
,4,8,45,ach_33,ach,1,7/21/2025,stock,3 ,,,,,,,
,4,8,45,ach_33,ach,2,7/21/2025,stock,3 ,,,,,,,
,4,8,45,ach_33,ach,3,7/21/2025,stock,3 ,,,,,,,
,4,8,46,apt_high,apt,1,7/21/2025,stock,3 ,,,,,,,left as is
,4,8,46,apt_high,apt,2,7/21/2025,stock,3 ,,,,,,,
,4,8,46,apt_high,apt,3,7/21/2025,stock,3 ,,,,,,,
,4,8,46,apt_high,apt,4,7/21/2025,stock,3 ,,,,,,,
,4,8,46,apt_high,apt,5,7/21/2025,stock,3 ,,,,,,,
,4,8,46,apt_high,apt,6,7/21/2025,stock,3 ,,,,,,,
,4,8,46,apt_high,apt,7,7/21/2025,stock,3 ,,,,,,,
,4,8,46,apt_high,apt,8,7/21/2025,stock,3 ,,,,,,,
,4,8,46,apt_high,apt,9,7/21/2025,stock,3 ,,,,,,,
,4,8,47,apt_low,apt,1,7/21/2025,stock,3 ,,,,,,,
,4,8,47,apt_low,apt,2,7/21/2025,stock,3 ,,,,,,,
,4,8,47,apt_low,apt,3,7/21/2025,stock,3 ,,,,,,,
,4,8,47,apt_low,apt,4,7/21/2025,stock,3 ,,,,,,,
,4,8,47,apt_low,apt,5,7/21/2025,stock,3 ,,,,,,,
,4,8,47,apt_low,apt,6,7/21/2025,stock,3 ,,,,,,,
,4,8,48,ach_high,ach,1,7/21/2025,stock,3 ,,,,,,,
,4,8,48,ach_high,ach,2,7/21/2025,stock,3 ,,,,,,,
,4,8,48,ach_high,ach,3,7/21/2025,stock,3 ,,,,,,,
,4,8,48,ach_high,ach,4,7/21/2025,stock,3 ,,,,,,,
,4,8,48,ach_high,ach,5,7/21/2025,stock,3 ,,,,,,,
,4,8,48,ach_high,ach,6,7/21/2025,stock,3 ,,,,,,,
,4,8,48,ach_high,ach,7,7/21/2025,stock,3 ,,,,,,,
,4,8,48,ach_high,ach,8,7/21/2025,stock,3 ,,,,,,,
,4,8,48,ach_high,ach,9,7/21/2025,stock,3 ,,,,,,,
,5,10,49,ach_low,ach,1,7/21/2025,stock,3 ,,,,,,,
,5,10,49,ach_low,ach,2,7/21/2025,stock,3 ,,,,,,,
,5,10,49,ach_low,ach,3,7/21/2025,stock,3 ,,,,,,,
,5,10,49,ach_low,ach,4,7/21/2025,stock,3 ,,,,,,,
,5,10,49,ach_low,ach,5,7/21/2025,stock,3 ,,,,,,,
,5,10,49,ach_low,ach,6,7/21/2025,stock,3 ,,,,,,,
,5,10,50,apt_low,apt,1,7/21/2025,stock,3 ,,,,,,,
,5,10,50,apt_low,apt,2,7/21/2025,stock,3 ,,,,,,,
,5,10,50,apt_low,apt,3,7/21/2025,stock,3 ,,,,,,,
,5,10,50,apt_low,apt,4,7/21/2025,stock,3 ,,,,,,,
,5,10,50,apt_low,apt,5,7/21/2025,stock,3 ,,,,,,,
,5,10,50,apt_low,apt,6,7/21/2025,stock,3 ,,,,,,,
,5,10,51,ach_66,apt,1,7/21/2025,stock,3 ,19.18,1.91,m,,6.0,1,made it 4 to 2
,5,10,51,ach_66,apt,2,7/21/2025,stock,3 ,,,,,,,
,5,10,51,ach_66,apt,3,7/21/2025,stock,3 ,,,,,,,
,5,10,51,ach_66,ach,1,7/21/2025,stock,3 ,13.66,0.89,,beige,2.0,1,
,5,10,51,ach_66,ach,2,7/21/2025,stock,3 ,12.86,0.69,f,G+B,2.0,1,
,5,10,51,ach_66,ach,3,7/21/2025,stock,3 ,,,,,,,
,5,10,51,ach_66,ach,4,7/21/2025,stock,3 ,,,,,,,
,5,10,51,ach_66,ach,5,7/21/2025,stock,3 ,,,,,,,
,5,10,51,ach_66,ach,6,7/21/2025,stock,3 ,,,,,,,
,5,10,52,ach_33,apt,1,7/21/2025,stock,3 ,,,,,,,
,5,10,52,ach_33,apt,2,7/21/2025,stock,3 ,,,,,,,
,5,10,52,ach_33,apt,3,7/21/2025,stock,3 ,,,,,,,
,5,10,52,ach_33,apt,4,7/21/2025,stock,3 ,,,,,,,
,5,10,52,ach_33,apt,5,7/21/2025,stock,3 ,,,,,,,
,5,10,52,ach_33,apt,6,7/21/2025,stock,3 ,,,,,,,
,5,10,52,ach_33,ach,1,7/21/2025,stock,3 ,12.86,0.83,f,G,2.0,1,"new ach was squished, so replaced"
,5,10,52,ach_33,ach,2,7/21/2025,stock,3 ,,,,,,,
,5,10,52,ach_33,ach,3,7/21/2025,stock,3 ,,,,,,,
,5,10,53,ach_high,ach,1,7/21/2025,stock,3 ,,,,,,,
,5,10,53,ach_high,ach,2,7/21/2025,stock,3 ,,,,,,,
,5,10,53,ach_high,ach,3,7/21/2025,stock,3 ,,,,,,,
,5,10,53,ach_high,ach,4,7/21/2025,stock,3 ,,,,,,,
,5,10,53,ach_high,ach,5,7/21/2025,stock,3 ,,,,,,,
,5,10,53,ach_high,ach,6,7/21/2025,stock,3 ,,,,,,,
,5,10,53,ach_high,ach,7,7/21/2025,stock,3 ,,,,,,,
,5,10,53,ach_high,ach,8,7/21/2025,stock,3 ,,,,,,,
,5,10,53,ach_high,ach,9,7/21/2025,stock,3 ,,,,,,,
,5,10,54,apt_high,apt,1,7/21/2025,stock,3 ,,,,,,,
,5,10,54,apt_high,apt,2,7/21/2025,stock,3 ,,,,,,,
,5,10,54,apt_high,apt,3,7/21/2025,stock,3 ,,,,,,,
,5,10,54,apt_high,apt,4,7/21/2025,stock,3 ,,,,,,,
,5,10,54,apt_high,apt,5,7/21/2025,stock,3 ,,,,,,,
,5,10,54,apt_high,apt,6,7/21/2025,stock,3 ,,,,,,,
,5,10,54,apt_high,apt,7,7/21/2025,stock,3 ,,,,,,,
,5,10,54,apt_high,apt,8,7/21/2025,stock,3 ,,,,,,,
,5,10,54,apt_high,apt,9,7/21/2025,stock,3 ,,,,,,,
,6,11,55,ach_low,ach,1,7/21/2025,stock,3 ,,,,,,,
,6,11,55,ach_low,ach,2,7/21/2025,stock,3 ,,,,,,,
,6,11,55,ach_low,ach,3,7/21/2025,stock,3 ,,,,,,,
,6,11,55,ach_low,ach,4,7/21/2025,stock,3 ,,,,,,,
,6,11,55,ach_low,ach,5,7/21/2025,stock,3 ,,,,,,,
,6,11,55,ach_low,ach,6,7/21/2025,stock,3 ,,,,,,,
,6,11,56,ach_66,apt,1,7/21/2025,stock,3 ,,,,,,-1,
,6,11,56,ach_66,apt,2,7/21/2025,stock,3 ,,,,,,,
,6,11,56,ach_66,apt,3,7/21/2025,stock,3 ,,,,,,,
,6,11,56,ach_66,ach,1,7/21/2025,stock,3 ,16.02,1.19,f,G w Pink,2.5,1,
,6,11,56,ach_66,ach,2,7/21/2025,stock,3 ,15.82,1.23,,G-Tstr,2.0,1,
,6,11,56,ach_66,ach,3,7/21/2025,stock,3 ,12.61,0.75,,G-Tstr,1.5,1,
,6,11,56,ach_66,ach,4,7/21/2025,stock,3 ,,,,,,,
,6,11,56,ach_66,ach,5,7/21/2025,stock,3 ,,,,,,,
,6,11,56,ach_66,ach,6,7/21/2025,stock,3 ,,,,,,,
,6,11,57,ach_33,apt,1,7/21/2025,stock,3 ,,,,,,,"left alone, 3 ach and 6 apt"
,6,11,57,ach_33,apt,2,7/21/2025,stock,3 ,,,,,,,
,6,11,57,ach_33,apt,3,7/21/2025,stock,3 ,,,,,,,
,6,11,57,ach_33,apt,4,7/21/2025,stock,3 ,,,,,,,
,6,11,57,ach_33,apt,5,7/21/2025,stock,3 ,,,,,,,
,6,11,57,ach_33,apt,6,7/21/2025,stock,3 ,,,,,,,
,6,11,57,ach_33,ach,1,7/21/2025,stock,3 ,,,,,,,
,6,11,57,ach_33,ach,2,7/21/2025,stock,3 ,,,,,,,
,6,11,57,ach_33,ach,3,7/21/2025,stock,3 ,,,,,,,
,6,11,58,apt_high,apt,1,7/21/2025,stock,3 ,,,,,,,
,6,11,58,apt_high,apt,2,7/21/2025,stock,3 ,,,,,,,
,6,11,58,apt_high,apt,3,7/21/2025,stock,3 ,,,,,,,
,6,11,58,apt_high,apt,4,7/21/2025,stock,3 ,,,,,,,
,6,11,58,apt_high,apt,5,7/21/2025,stock,3 ,,,,,,,
,6,11,58,apt_high,apt,6,7/21/2025,stock,3 ,,,,,,,
,6,11,58,apt_high,apt,7,7/21/2025,stock,3 ,,,,,,,
,6,11,58,apt_high,apt,8,7/21/2025,stock,3 ,,,,,,,
,6,11,58,apt_high,apt,9,7/21/2025,stock,3 ,,,,,,,
,6,11,59,apt_low,apt,1,7/21/2025,stock,3 ,,,,,,,
,6,11,59,apt_low,apt,2,7/21/2025,stock,3 ,,,,,,,
,6,11,59,apt_low,apt,3,7/21/2025,stock,3 ,,,,,,,
,6,11,59,apt_low,apt,4,7/21/2025,stock,3 ,,,,,,,
,6,11,59,apt_low,apt,5,7/21/2025,stock,3 ,,,,,,,
,6,11,59,apt_low,apt,6,7/21/2025,stock,3 ,,,,,,,
,6,11,60,ach_high,ach,1,7/21/2025,stock,3 ,,,,,,,
,6,11,60,ach_high,ach,2,7/21/2025,stock,3 ,,,,,,,
,6,11,60,ach_high,ach,3,7/21/2025,stock,3 ,,,,,,,
,6,11,60,ach_high,ach,4,7/21/2025,stock,3 ,,,,,,,
,6,11,60,ach_high,ach,5,7/21/2025,stock,3 ,,,,,,,
,6,11,60,ach_high,ach,6,7/21/2025,stock,3 ,,,,,,,
,6,11,60,ach_high,ach,7,7/21/2025,stock,3 ,,,,,,,
,6,11,60,ach_high,ach,8,7/21/2025,stock,3 ,,,,,,,
,6,11,60,ach_high,ach,9,7/21/2025,stock,3 ,,,,,,,
,1,1,1,ach_high,ach,1,7/23/2025,surv,4 ,,,f,tan,3.0,1,
,1,1,1,ach_high,ach,2,7/23/2025,surv,4 ,,,f,beige,3.0,1,
,1,1,1,ach_high,ach,3,7/23/2025,surv,4 ,,,f,beige-Blstr,3.0,1,
,1,1,1,ach_high,ach,4,7/23/2025,surv,4 ,,,,,,0,
,1,1,1,ach_high,ach,5,7/23/2025,surv,4 ,,,,,,0,
,1,1,1,ach_high,ach,6,7/23/2025,surv,4 ,,,,,,0,
,1,1,1,ach_high,ach,7,7/23/2025,surv,4 ,,,,,,0,
,1,1,1,ach_high,ach,8,7/23/2025,surv,4 ,,,,,,0,
,1,1,1,ach_high,ach,9,7/23/2025,surv,4 ,,,,,,0,
,1,1,2,apt_low,apt,1,7/23/2025,surv,4 ,,,,,,0,Nothing
,1,1,2,apt_low,apt,2,7/23/2025,surv,4 ,,,,,,0,
,1,1,2,apt_low,apt,3,7/23/2025,surv,4 ,,,,,,0,
,1,1,2,apt_low,apt,4,7/23/2025,surv,4 ,,,,,,0,
,1,1,2,apt_low,apt,5,7/23/2025,surv,4 ,,,,,,0,
,1,1,2,apt_low,apt,6,7/23/2025,surv,4 ,,,,,,0,
,1,1,3,apt_high,apt,1,7/23/2025,surv,4 ,,,f,,6.0,1,
,1,1,3,apt_high,apt,2,7/23/2025,surv,4 ,,,,,4.0,1,
,1,1,3,apt_high,apt,3,7/23/2025,surv,4 ,,,,,,0,
,1,1,3,apt_high,apt,4,7/23/2025,surv,4 ,,,,,,0,
,1,1,3,apt_high,apt,5,7/23/2025,surv,4 ,,,,,,0,
,1,1,3,apt_high,apt,6,7/23/2025,surv,4 ,,,,,,0,
,1,1,3,apt_high,apt,7,7/23/2025,surv,4 ,,,,,,0,
,1,1,3,apt_high,apt,8,7/23/2025,surv,4 ,,,,,,0,
,1,1,3,apt_high,apt,9,7/23/2025,surv,4 ,,,,,,0,
,1,1,4,ach_33,apt,1,7/23/2025,surv,4 ,,,m,,6.0,1,
,1,1,4,ach_33,apt,2,7/23/2025,surv,4 ,,,,,,0,
,1,1,4,ach_33,apt,3,7/23/2025,surv,4 ,,,,,,0,
,1,1,4,ach_33,apt,4,7/23/2025,surv,4 ,,,,,,0,
,1,1,4,ach_33,apt,5,7/23/2025,surv,4 ,,,,,,0,
,1,1,4,ach_33,apt,6,7/23/2025,surv,4 ,,,,,,0,
,1,1,4,ach_33,ach,1,7/23/2025,surv,4 ,,,,G,2.0,1,
,1,1,4,ach_33,ach,2,7/23/2025,surv,4 ,,,,Tan,2.0,1,
,1,1,4,ach_33,ach,3,7/23/2025,surv,4 ,,,,,,0,
,1,1,5,ach_66,apt,1,7/23/2025,surv,4 ,,,,,4.0,1,
,1,1,5,ach_66,apt,2,7/23/2025,surv,4 ,,,,,3.5,1,
,1,1,5,ach_66,apt,3,7/23/2025,surv,4 ,,,,,,0,
,1,1,5,ach_66,ach,1,7/23/2025,surv,4 ,,,m,,4.0,1,
,1,1,5,ach_66,ach,2,7/23/2025,surv,4 ,,,f,Tan,4.0,1,
,1,1,5,ach_66,ach,3,7/23/2025,surv,4 ,,,f,Tan,4.0,1,
,1,1,5,ach_66,ach,4,7/23/2025,surv,4 ,,,m,,4.5,1,
,1,1,5,ach_66,ach,5,7/23/2025,surv,4 ,,,,,,0,
,1,1,5,ach_66,ach,6,7/23/2025,surv,4 ,,,,,,0,
,1,1,6,ach_low,ach,1,7/23/2025,surv,4 ,,, m,Tan,4.0,1,lots of herbivory
,1,1,6,ach_low,ach,2,7/23/2025,surv,4 ,,,f,G,4.0,1,
,1,1,6,ach_low,ach,3,7/23/2025,surv,4 ,,,f,G,3.5,1,
,1,1,6,ach_low,ach,4,7/23/2025,surv,4 ,,,,,,0,
,1,1,6,ach_low,ach,5,7/23/2025,surv,4 ,,,,,,0,
,1,1,6,ach_low,ach,6,7/23/2025,surv,4 ,,,,,,0,
,1,2,7,ach_low,ach,1,7/23/2025,surv,4 ,,,f,G-Pink,4.0,1,small hole and spider web
,1,2,7,ach_low,ach,2,7/23/2025,surv,4 ,,,f,G-Tstr,4.0,1,
,1,2,7,ach_low,ach,3,7/23/2025,surv,4 ,,,m,B+G,5.5,1,
,1,2,7,ach_low,ach,4,7/23/2025,surv,4 ,,,,,,0,
,1,2,7,ach_low,ach,5,7/23/2025,surv,4 ,,,,,,0,
,1,2,7,ach_low,ach,6,7/23/2025,surv,4 ,,,,,,0,
,1,2,8,apt_high,apt,1,7/23/2025,surv,4 ,,,,,4.0,1,lots of grass
,1,2,8,apt_high,apt,2,7/23/2025,surv,4 ,,,,,3.0,1,
,1,2,8,apt_high,apt,3,7/23/2025,surv,4 ,,,,,6.0,1,
,1,2,8,apt_high,apt,4,7/23/2025,surv,4 ,,,,,,0,
,1,2,8,apt_high,apt,5,7/23/2025,surv,4 ,,,,,,0,
,1,2,8,apt_high,apt,6,7/23/2025,surv,4 ,,,,,,0,
,1,2,8,apt_high,apt,7,7/23/2025,surv,4 ,,,,,,0,
,1,2,8,apt_high,apt,8,7/23/2025,surv,4 ,,,,,,0,
,1,2,8,apt_high,apt,9,7/23/2025,surv,4 ,,,,,,0,
,1,2,9,ach_33,apt,1,7/23/2025,surv,4 ,,,,,4.0,1,some ants
,1,2,9,ach_33,apt,2,7/23/2025,surv,4 ,,,,,4.0,1,
,1,2,9,ach_33,apt,3,7/23/2025,surv,4 ,,,,,4.0,1,
,1,2,9,ach_33,apt,4,7/23/2025,surv,4 ,,,,,4.5,1,
,1,2,9,ach_33,apt,5,7/23/2025,surv,4 ,,,,,4.0,1,
,1,2,9,ach_33,apt,6,7/23/2025,surv,4 ,,,,,,0,
,1,2,9,ach_33,ach,1,7/23/2025,surv,4 ,,,m,B,3.0,1,
,1,2,9,ach_33,ach,2,7/23/2025,surv,4 ,,,f,G-Tstr,4.0,1,
,1,2,9,ach_33,ach,3,7/23/2025,surv,4 ,,,m,B,5.5,1,
,1,2,10,ach_high,ach,1,7/23/2025,surv,4 ,,,f,G-Tstr,3.5,1,killed a spider
,1,2,10,ach_high,ach,2,7/23/2025,surv,4 ,,,f,G-Tstr,4.5,1,
,1,2,10,ach_high,ach,3,7/23/2025,surv,4 ,,,f,BE,3.5,1,
,1,2,10,ach_high,ach,4,7/23/2025,surv,4 ,,,f,BE,4.0,1,
,1,2,10,ach_high,ach,5,7/23/2025,surv,4 ,,,m,B,4.0,1,
,1,2,10,ach_high,ach,6,7/23/2025,surv,4 ,,,f,OB,5.0,1,
,1,2,10,ach_high,ach,7,7/23/2025,surv,4 ,,,f,LB,4.0,1,
,1,2,10,ach_high,ach,8,7/23/2025,surv,4 ,,,,,,0,
,1,2,10,ach_high,ach,9,7/23/2025,surv,4 ,,,,,,0,
,1,2,11,apt_low,apt,1,7/23/2025,surv,4 ,,,,,2.0,1,think we missed this one 1st round
,1,2,11,apt_low,apt,2,7/23/2025,surv,4 ,,,,,,0,
,1,2,11,apt_low,apt,3,7/23/2025,surv,4 ,,,,,,0,
,1,2,11,apt_low,apt,4,7/23/2025,surv,4 ,,,,,,0,
,1,2,11,apt_low,apt,5,7/23/2025,surv,4 ,,,,,,0,
,1,2,11,apt_low,apt,6,7/23/2025,surv,4 ,,,,,,0,
,1,2,12,ach_66,apt,1,7/23/2025,surv,4 ,,,f,,5.5,1,
,1,2,12,ach_66,apt,2,7/23/2025,surv,4 ,,,,,,0,
,1,2,12,ach_66,apt,3,7/23/2025,surv,4 ,,,,,,0,
,1,2,12,ach_66,ach,1,7/23/2025,surv,4 ,,,f,B,5.0,1,
,1,2,12,ach_66,ach,2,7/23/2025,surv,4 ,,,m,DB,4.0,1,
,1,2,12,ach_66,ach,3,7/23/2025,surv,4 ,,,m,BE+B,4.0,1,
,1,2,12,ach_66,ach,4,7/23/2025,surv,4 ,,,f,G+Tstr,4.0,1,
,1,2,12,ach_66,ach,5,7/23/2025,surv,4 ,,,,,,0,
,1,2,12,ach_66,ach,6,7/23/2025,surv,4 ,,,,,,0,
,2,3,13,ach_low,ach,1,7/23/2025,surv,4 ,,,f,YB,3.0,1,
,2,3,13,ach_low,ach,2,7/23/2025,surv,4 ,,,m,B,3.0,1,
,2,3,13,ach_low,ach,3,7/23/2025,surv,4 ,,,,,,0,
,2,3,13,ach_low,ach,4,7/23/2025,surv,4 ,,,,,,0,
,2,3,13,ach_low,ach,5,7/23/2025,surv,4 ,,,,,,0,
,2,3,13,ach_low,ach,6,7/23/2025,surv,4 ,,,,,,0,
,2,3,14,ach_66,apt,1,7/23/2025,surv,4 ,,,,,,0,"hole stuffed w noodle, but still a bit"
,2,3,14,ach_66,apt,2,7/23/2025,surv,4 ,,,,,,0,ripped
,2,3,14,ach_66,apt,3,7/23/2025,surv,4 ,,,,,,0,
,2,3,14,ach_66,ach,1,7/23/2025,surv,4 ,,,m,G+P,2.5,1,no apt found
,2,3,14,ach_66,ach,2,7/23/2025,surv,4 ,,,f,B,4.0,1,
,2,3,14,ach_66,ach,3,7/23/2025,surv,4 ,,,f,B+Tstr,4.0,1,
,2,3,14,ach_66,ach,4,7/23/2025,surv,4 ,,,,,,0,
,2,3,14,ach_66,ach,5,7/23/2025,surv,4 ,,,,,,0,
,2,3,14,ach_66,ach,6,7/23/2025,surv,4 ,,,,,,0,
,2,3,15,ach_high,ach,1,7/23/2025,surv,4 ,,,,,,0,"spider, no ach, no grass"
,2,3,15,ach_high,ach,2,7/23/2025,surv,4 ,,,,,,0,
,2,3,15,ach_high,ach,3,7/23/2025,surv,4 ,,,,,,0,
,2,3,15,ach_high,ach,4,7/23/2025,surv,4 ,,,,,,0,
,2,3,15,ach_high,ach,5,7/23/2025,surv,4 ,,,,,,0,
,2,3,15,ach_high,ach,6,7/23/2025,surv,4 ,,,,,,0,
,2,3,15,ach_high,ach,7,7/23/2025,surv,4 ,,,,,,0,
,2,3,15,ach_high,ach,8,7/23/2025,surv,4 ,,,,,,0,
,2,3,15,ach_high,ach,9,7/23/2025,surv,4 ,,,,,,0,
,2,3,16,ach_33,apt,1,7/23/2025,surv,4 ,,,m,,6.0,1,
,2,3,16,ach_33,apt,2,7/23/2025,surv,4 ,,,,,2.0,1,
,2,3,16,ach_33,apt,3,7/23/2025,surv,4 ,,,,,2.0,1,
,2,3,16,ach_33,apt,4,7/23/2025,surv,4 ,,,,,3.0,1,
,2,3,16,ach_33,apt,5,7/23/2025,surv,4 ,,,,,,0,
,2,3,16,ach_33,apt,6,7/23/2025,surv,4 ,,,,,,0,
,2,3,16,ach_33,ach,1,7/23/2025,surv,4 ,,,m,B,4.5,1,
,2,3,16,ach_33,ach,2,7/23/2025,surv,4 ,,,f,G-Tstr,5.0,1,
,2,3,16,ach_33,ach,3,7/23/2025,surv,4 ,,,,,,0,
,2,3,17,apt_high,apt,1,7/23/2025,surv,4 ,,,m,pink/brown,6.0,1,"green lynx spider, removed it"
,2,3,17,apt_high,apt,2,7/23/2025,surv,4 ,,,,,,0,
,2,3,17,apt_high,apt,3,7/23/2025,surv,4 ,,,,,,0,
,2,3,17,apt_high,apt,4,7/23/2025,surv,4 ,,,,,,0,
,2,3,17,apt_high,apt,5,7/23/2025,surv,4 ,,,,,,0,
,2,3,17,apt_high,apt,6,7/23/2025,surv,4 ,,,,,,0,
,2,3,17,apt_high,apt,7,7/23/2025,surv,4 ,,,,,,0,
,2,3,17,apt_high,apt,8,7/23/2025,surv,4 ,,,,,,0,
,2,3,17,apt_high,apt,9,7/23/2025,surv,4 ,,,,,,0,
,2,3,18,apt_low,apt,1,7/23/2025,surv,4 ,,,,,2.5,1,
,2,3,18,apt_low,apt,2,7/23/2025,surv,4 ,,,m,,6.0,1,
,2,3,18,apt_low,apt,3,7/23/2025,surv,4 ,,,,,,0,
,2,3,18,apt_low,apt,4,7/23/2025,surv,4 ,,,,,,0,
,2,3,18,apt_low,apt,5,7/23/2025,surv,4 ,,,,,,0,
,2,3,18,apt_low,apt,6,7/23/2025,surv,4 ,,,,,,0,
,2,4,19,ach_low,ach,1,7/23/2025,surv,4 ,,,f,GB,4.0,1,
,2,4,19,ach_low,ach,2,7/23/2025,surv,4 ,,,,,,0,
,2,4,19,ach_low,ach,3,7/23/2025,surv,4 ,,,,,,0,
,2,4,19,ach_low,ach,4,7/23/2025,surv,4 ,,,,,,0,
,2,4,19,ach_low,ach,5,7/23/2025,surv,4 ,,,,,,0,
,2,4,19,ach_low,ach,6,7/23/2025,surv,4 ,,,,,,0,
,2,4,20,ach_high,ach,1,7/23/2025,surv,4 ,,,f,"G,P legs",3.5,1,small spider
,2,4,20,ach_high,ach,2,7/23/2025,surv,4 ,,,f,B,5.5,1,
,2,4,20,ach_high,ach,3,7/23/2025,surv,4 ,,,,,,0,
,2,4,20,ach_high,ach,4,7/23/2025,surv,4 ,,,,,,0,
,2,4,20,ach_high,ach,5,7/23/2025,surv,4 ,,,,,,0,
,2,4,20,ach_high,ach,6,7/23/2025,surv,4 ,,,,,,0,
,2,4,20,ach_high,ach,7,7/23/2025,surv,4 ,,,,,,0,
,2,4,20,ach_high,ach,8,7/23/2025,surv,4 ,,,,,,0,
,2,4,20,ach_high,ach,9,7/23/2025,surv,4 ,,,,,,0,
,2,4,21,apt_low,apt,1,7/23/2025,surv,4 ,,,f,,5.5,1,
,2,4,21,apt_low,apt,2,7/23/2025,surv,4 ,,,u,,3.5,1,
,2,4,21,apt_low,apt,3,7/23/2025,surv,4 ,,,,,,0,
,2,4,21,apt_low,apt,4,7/23/2025,surv,4 ,,,,,,0,
,2,4,21,apt_low,apt,5,7/23/2025,surv,4 ,,,,,,0,
,2,4,21,apt_low,apt,6,7/23/2025,surv,4 ,,,,,,0,
,2,4,22,ach_66,apt,1,7/23/2025,surv,4 ,,,,,4.0,1,
,2,4,22,ach_66,apt,2,7/23/2025,surv,4 ,,,,,3.5,1,
,2,4,22,ach_66,apt,3,7/23/2025,surv,4 ,,,,,,0,
,2,4,22,ach_66,ach,1,7/23/2025,surv,4 ,,,m,B,4.0,1,
,2,4,22,ach_66,ach,2,7/23/2025,surv,4 ,,,f,Be ,4.0,1,
,2,4,22,ach_66,ach,3,7/23/2025,surv,4 ,,,f,Be,4.5,1,
,2,4,22,ach_66,ach,4,7/23/2025,surv,4 ,,,f,G-Pink legs,5.5,1,
,2,4,22,ach_66,ach,5,7/23/2025,surv,4 ,,,,,,0,
,2,4,22,ach_66,ach,6,7/23/2025,surv,4 ,,,,,,0,
,2,4,23,ach_33,apt,1,7/23/2025,surv,4 ,,,,,,0,
,2,4,23,ach_33,apt,2,7/23/2025,surv,4 ,,,,,,0,
,2,4,23,ach_33,apt,3,7/23/2025,surv,4 ,,,,,,0,
,2,4,23,ach_33,apt,4,7/23/2025,surv,4 ,,,,,,0,
,2,4,23,ach_33,apt,5,7/23/2025,surv,4 ,,,,,,0,
,2,4,23,ach_33,apt,6,7/23/2025,surv,4 ,,,,,,0,
,2,4,23,ach_33,ach,1,7/23/2025,surv,4 ,,,f,clay,4.5,1,
,2,4,23,ach_33,ach,2,7/23/2025,surv,4 ,,,f,G-Tstr,4.5,1,
,2,4,23,ach_33,ach,3,7/23/2025,surv,4 ,,,,,4.0,1,
,2,4,24,apt_high,apt,1,7/23/2025,surv,4 ,,,f,pinkish,6.0,1,not doing well
,2,4,24,apt_high,apt,2,7/23/2025,surv,4 ,,,,,,0,
